title,country,release_year,genre,description,Streaming Service
Centigrade,United States,2020,"Drama, Thriller","A man and his pregnant wife become trapped in their car when a storm buries them underneath layers of snow and ice. As supplies dwindle and temperatures plunge, the couple must battle the elements and hypothermia in a desperate fight for survival.",hulu
Bombshell,"Canada, United States",2019,Drama,"The provocative real story of three whip-smart, ambitious, strong women who anchored one of America's most powerful news networks – becoming headlines themselves when they risked everything to stand up to the man who made them famous.",hulu
Happiest Season,"United States, Canada",2020,"Comedy, Romance",A woman learns that her girlfriend hasn't come out to her conservative parents.,hulu
Between the World and Me,United States,2020,"Documentaries, Drama, News","The special will include powerful readings from Ta-Nehisi Coates' book, it will also incorporate documentary footage from the actors' home life, archival footage, and animation.",hulu
Run.,"United States, Canada",2020,"Drama, Horror, Thriller","There’s something unnatural about the relationship between Chloe (Kiera Allen) and her mom, Diane (Sarah Paulson). Diane has raised her daughter in isolation, controlling every move since birth, and there are secrets that Chloe's only starting to grasp.",hulu
Tesla,United States,2020,"Drama, History","Visionary inventor Nikola Tesla fights an uphill battle to bring his revolutionary electrical system to fruition, then faces thornier challenges with his new system for worldwide wireless energy.",hulu
The Mole Agent,"Chile, Netherlands, Spain, Germany, United States",2020,Documentaries,An 83-year-old man poses as a resident in a Chilean nursing home to see if he can find signs of abuse.,hulu
Amulet,"United Kingdom, United Arab Emirates",2020,"Horror, Thriller",Terror strikes when a former soldier takes a job to help a young woman and her housebound mother.,hulu
Body Cam,United States,2020,"Black Stories, Horror, Thriller","While investigating the murder of a fellow officer, veteran Renee Lomito discovers a mysterious figure in the body cam footage. Haunted by visions of the event, she suspects something supernatural is targeting the cops in her unit. Now, in a race against time to find the one person who can stop these killings, Renee uncovers a sinister secret among the police force surrounding the shooting and cover-up of an unarmed youth.",hulu
McQueen,United Kingdom,2018,Documentaries,Archival footage and interviews with friends and family offer insight into the extraordinary life and career of British fashion designer Alexander McQueen.,hulu
12 Pups of Christmas,United States,2019,Romance,"Struggling to keep his dog GPS locator company afloat, Martin expects his new hire, Erin, to help him save the company and find homes for 12 puppies that were left behind after a photo shoot. As they work together, Erin and Martin begin to discover each other's positive qualities and find love just in time for the holidays.",hulu
A Christmas Movie Christmas,United States,2019,Romance,Eve and her cynical sister Lacy find themselves trapped inside a Christmas movie where they are the stars.,hulu
A Nice Girl Like You,United States,2020,"Comedy, Romance","After being accused of being too inhibited by her ex-boyfriend, a violinist creates a rather wild to-do list that sends her on a whirlwind journey of self-discovery.",hulu
Christmas Crush,Canada,2019,"Comedy, Romance",A woman makes a Christmas wish for her neighbor to fall in love with her but must enlist the help of her crush when her Christmas wish applies to the wrong neighbor.,hulu
Knuckleball!,United States,2012,"Documentaries, Sports",The definitive documentary about the impossible-to-hit pitch that recounts the 2011 journey of the last professional knuckleball pitchers.,hulu
Ramen Heads,Japan,2017,Documentaries,Japan's king of ramen opens his kitchen and five other prestige ramen shops to share recipes and trade secrets in this savory homage to noodles and broth.,hulu
Roller Dreams,"United States, Australia",2017,"Black Stories, Documentaries","It's 1984 and Venice Beach, CA, is at the epicenter of a pop culture explosion. Young people of color seeking refuge from the turmoil of inner city life flock to the eclectic ocean community to create a brand new phenomenon: roller dancing!",hulu
Skin: A History of Nudity in the Movies,United States,2020,Documentaries,"A definitive documentary on the history of nudity in the movies, beginning with the silent movie era through present day, examining the changes in morality that led to the use of nudity in film.",hulu
Spring,"United States, Italy",2015,"Drama, Horror, Thriller","After the death of his mother and a fight in a bar that could lead to jail time, Evan leaves California for Italy, where he falls for Louise (Nadia Hilker), a young woman who he soon discovers is harboring a dark, primordial secret.",hulu
Suburban Gothic,United States,2015,"Comedy, Horror","When a vengeful ghost starts terrorizing his small town home, Raymond the city-boy has to recruit Becca, the badass local bartender, to solve the mystery of the spirit threatening their lives. Starring Matthew Gray Gubler and Kat Dennings.",hulu
The Blood Is At the Doorstep,United States,2017,"Black Stories, Documentaries","After Dontre Hamilton, a black, unarmed man diagnosed with schizophrenia, was shot 14 times and killed by police in Milwaukee, his family embarks on a quest for answers, justice, and reform as the investigation unfolds.",hulu
The Maid's Room,United States,2013,"Horror, Thriller","In this haunting psychological thriller, a young live-in maid working for a wealthy Long Island family finds herself entangled in the family's web of dark secrets once she begins to suspect her employer's son has committed a terrible crime.",hulu
ULAM: Main Dish,United States,2018,Documentaries,"In this delicious documentary, Filipino-American filmmaker Alexandra Cuerdo answers this question – and follows the rise of the Filipino food movement via the chefs crossing over to the center of the American table.",hulu
The Dictator,United States,2012,Comedy,"Gen. Aladeen (Sacha Baron Cohen) has ruled the oil-rich North African country of Wadiya since the age of six, when 97 stray bullets and a hand grenade killed his father in a hunting accident. After an assassination attempt takes the life of yet another body-double, Tamir (Ben Kingsley), Aladeen's uncle and most trusted adviser, convinces Aladeen to go to New York. Unfortunately, Aladeen has a less-than-friendly reception from exiled Wadiyans, who want their country freed from his despotic rule.",hulu
The Sunlit Night,"Germany, Norway",2020,"Comedy, Romance","The Sunlit Night follows an aspiring painter from New York City to the farthest reaches of Arctic Norway for an assignment she hopes will invigorate her work and expand her horizons. In a remote village, among the locals, she meets a fellow New Yorker.",hulu
12 Years a Slave,"United States, United Kingdom",2013,"Black Stories, Drama, History",Based on the true story of a man sold into slavery.,hulu
I Am Greta,"Sweden, United States, Germany, United Kingdom",2020,Documentaries,"The story of teenage climate activist Greta Thunberg is told through compelling, never-before-seen footage in this intimate documentary from Swedish director Nathan Grossman. Starting with her one-person school strike for climate action outside the Swedish Parliament, Grossman follows Greta – a shy student with Asperger’s – in her rise to prominence and her galvanizing global impact as she sparks school strikes around the world. The film culminates with her extraordinary wind-powered voyage across the Atlantic Ocean to speak at the UN Climate Action Summit in New York City.",hulu
Sputnik,Russia,2020,"Horror, Science Fiction, Thriller","When a spacecraft crashes to earth, a psychologist evaluating the lone survivor in a secluded facility learns he may carry an alien parasite that threatens to consume them all.",hulu
The Secret Life of Walter Mitty,"United States, United Kingdom",2013,"Action, Adventure, Comedy","To escape the tedium of his monotonous, anonymous life, Walter Mitty inhabits a world of exciting daydreams filled with heroism, romance, and action.",hulu
